,Title,Salary,Rating,Company,Location,Headquarters,Size,Founded,ownership,Industry,Sector,Revenue,min,max
1171,Biochemist Data Analyst,$64K-$113K (Glassdoor est.),3.4,Eurofins,"West Point, PA","Luxembourg, Luxembourg",10000+ employees,1987,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),$64K,$113K
1172,Data Governance Analyst,$64K-$113K (Glassdoor est.),4.2,Freedom Mortgage,"Marlton, NJ","Mount Laurel, NJ",1001 to 5000 employees,1990,Company - Private,Investment Banking & Asset Management,Finance,$1 to $2 billion (USD),$64K,$113K
1173,Senior Healthcare Data Analyst,$64K-$113K (Glassdoor est.),5.0,Cambridge Advisory Group,"King of Prussia, PA","King of Prussia, PA",1 to 50 employees,-1,Company - Private,Consulting,Business Services,$1 to $5 million (USD),$64K,$113K
1174,Healthcare Data Analytics Analyst Senior,$64K-$113K (Glassdoor est.),-1.0,Amerihealth Caritas Health Plan,"Philadelphia, PA",-1,-1,-1,-1,-1,-1,-1,$64K,$113K
1175,SR BUSINESS DATA ANALYST PRN,$64K-$113K (Glassdoor est.),3.3,Cooper University Health Care,"Camden, NJ","Camden, NJ",5001 to 10000 employees,1887,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,$64K,$113K
1176,AWS Analys/ Data analyst,$64K-$113K (Glassdoor est.),3.9,Diverse Lynx,"Malvern, PA","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),$64K,$113K
1177,Payment Integrity Data Analyst Job posting in #Philadelphia #ITjobs,$64K-$113K (Glassdoor est.),3.7,amerihealth,"Philadelphia, PA","Philadelphia, PA",5001 to 10000 employees,1997,Subsidiary or Business Segment,Insurance Carriers,Insurance,$25 to $50 million (USD),$64K,$113K
1178,Sport & Data Analyst,$64K-$113K (Glassdoor est.),-1.0,Philadelphia 76ers - HBSE,"Camden, NJ",-1,-1,-1,-1,-1,-1,-1,$64K,$113K
1179,Data Analyst Supporting the FBI #20-188,$64K-$113K (Glassdoor est.),2.8,Forfeiture Support Associates,"Philadelphia, PA","Ashburn, VA",1001 to 5000 employees,2004,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),$64K,$113K
1180,Data Engineer/Reporting Analyst,$64K-$113K (Glassdoor est.),1.6,"Management Decisions, Inc.","Philadelphia, PA","Milwaukee, WI",1 to 50 employees,-1,Company - Public,Advertising & Marketing,Business Services,$1 to $5 million (USD),$64K,$113K
1181,Sr. Data Analyst - Project Manager,$64K-$113K (Glassdoor est.),2.7,TechUSA,"Philadelphia, PA","Millersville, MD",1001 to 5000 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),$64K,$113K
1182,Data Analyst SAS Programmer,$50K-$93K (Glassdoor est.),4.6,SRG Woolf,"King of Prussia, PA","Raleigh, NC",1 to 50 employees,1995,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),$50K,$93K
1183,Sr. Data Analyst,$50K-$93K (Glassdoor est.),3.8,"Login Consulting Services, Inc","Allegheny West, PA","El Segundo, CA",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),$50K,$93K
1184,"Systems Analyst, Quality Data System",$50K-$93K (Glassdoor est.),3.3,Adaptimmune Ltd,"Philadelphia, PA","Abingdon, United Kingdom",201 to 500 employees,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,$50K,$93K
1185,Data Visualization Project Manager/ Business Analyst (PM / BA),$50K-$93K (Glassdoor est.),4.8,Trillium Solutions Group,"Horsham, PA","Highland Park, IL",1 to 50 employees,2002,Private Practice / Firm,IT Services,Information Technology,$1 to $5 million (USD),$50K,$93K
1186,Stability Data Analyst,$50K-$93K (Glassdoor est.),-1.0,Eurofins USA PSS Insourcing Solutions,"West Point, PA",-1,-1,-1,-1,-1,-1,-1,$50K,$93K
1187,Business Analyst/Data Analyst,$50K-$93K (Glassdoor est.),3.5,The Judge Group,"Wilmington, DE","Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),$50K,$93K
1188,Stability Data Analyst,$50K-$93K (Glassdoor est.),-1.0,EUROFINS SCIENT.,"West Point, PA",-1,-1,-1,-1,-1,-1,-1,$50K,$93K
1189,Data Analyst Junior,$50K-$93K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC","Wilmington, DE","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),$50K,$93K
1190,Business Intelligence and Data Sciences Analyst,$50K-$93K (Glassdoor est.),3.6,TE Connectivity,"Berwyn, PA","Schaffhausen, Switzerland",10000+ employees,2007,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),$50K,$93K
1191,Sr Business Analyst (Data Quality),$50K-$93K (Glassdoor est.),4.2,Freedom Mortgage,"Marlton, NJ","Mount Laurel, NJ",1001 to 5000 employees,1990,Company - Private,Investment Banking & Asset Management,Finance,$1 to $2 billion (USD),$50K,$93K
1192,Healthcare Data Analytics Analyst Senior,$50K-$93K (Glassdoor est.),3.1,AmeriHealth Caritas,"Philadelphia, PA","Philadelphia, PA",5001 to 10000 employees,1983,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),$50K,$93K
1193,"Mid Level Data Analyst / BI Engineer - Looker, Python, Client Facing",$50K-$93K (Glassdoor est.),1.6,"Management Decisions, Inc.","Philadelphia, PA","Milwaukee, WI",1 to 50 employees,-1,Company - Public,Advertising & Marketing,Business Services,$1 to $5 million (USD),$50K,$93K
1194,Technical Business Analyst (Data Warehouse),$50K-$93K (Glassdoor est.),4.5,Piper Companies,"Horsham, PA","Mc Lean, VA",201 to 500 employees,2011,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,$50K,$93K
1195,Data Link Analyst,$50K-$93K (Glassdoor est.),3.3,Future Technologies Inc.,"Moorestown, NJ","Plainfield, NJ",1001 to 5000 employees,-1,Company - Private,Accounting,Accounting & Legal,$5 to $10 million (USD),$50K,$93K
1196,"Lead Analyst, Data Transfer, Integration & Quality, Wilmington, DE",$50K-$93K (Glassdoor est.),3.2,BNY Mellon,"Wilmington, DE","New York, NY",10000+ employees,1784,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),$50K,$93K
1197,Technical Business Analyst (Data Warehouse),$50K-$93K (Glassdoor est.),3.9,"Zachary Piper Solutions, LLC","Horsham, PA","Mc Lean, VA",51 to 200 employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),$50K,$93K
1198,Certified Tumor Registrar/Data Analyst [CTR and experience required],$50K-$93K (Glassdoor est.),4.0,Fox Chase Cancer Center,"Philadelphia, PA","Philadelphia, PA",1001 to 5000 employees,1974,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),$50K,$93K
1199,Data Center Migration PMO Analyst/PMO Lead,$50K-$93K (Glassdoor est.),4.1,Kforce,"Wilmington, DE","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),$50K,$93K
1200,Data Center Migration PMO Analyst/PMO Lead,$50K-$93K (Glassdoor est.),-1.0,Kforce Technology Staffing,"Wilmington, DE",-1,-1,-1,-1,-1,-1,-1,$50K,$93K
1201,Data Analyst / Tableau Developer,$37K-$68K (Glassdoor est.),3.9,"Technocrafts, Inc.","San Antonio, TX","Chantilly, VA",1 to 50 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),$37K,$68K
1202,Data Analyst,$37K-$68K (Glassdoor est.),3.4,Ionidea,"San Antonio, TX","Fairfax, VA",1001 to 5000 employees,1991,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,$37K,$68K
1203,Data Analyst,$37K-$68K (Glassdoor est.),4.0,CYNET SYSTEMS,"San Antonio, TX","Ashburn, VA",501 to 1000 employees,2010,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),$37K,$68K
1204,Data Analyst,$37K-$68K (Glassdoor est.),3.1,Integrated Resources,"San Antonio, TX","Edison, NJ",201 to 500 employees,1996,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),$37K,$68K
1205,Data Analyst I,$37K-$68K (Glassdoor est.),3.0,Deacon Recruiting,"San Antonio, TX","San Antonio, TX",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),$37K,$68K
1206,Data Reporting Analyst,$37K-$68K (Glassdoor est.),3.9,Indotronix International Corporation,"San Antonio, TX","Rochester, NY",501 to 1000 employees,1986,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),$37K,$68K
1207,Data Analyst,$37K-$68K (Glassdoor est.),3.9,Diverse Lynx,"San Antonio, TX","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),$37K,$68K
1208,Data Analyst,$37K-$68K (Glassdoor est.),3.7,Huntington Ingalls Industries,"San Antonio, TX","Newport News, VA",10000+ employees,2011,Company - Public,Aerospace & Defense,Aerospace & Defense,$5 to $10 billion (USD),$37K,$68K
1209,Marketing & Data Analyst,$37K-$68K (Glassdoor est.),4.1,Principle Auto,"San Antonio, TX","San Antonio, TX",501 to 1000 employees,2014,Company - Private,Vehicle Dealers,Retail,Unknown / Non-Applicable,$37K,$68K
1210,Data Analyst,$37K-$68K (Glassdoor est.),3.4,C2 GPS- Alamo Workforce,"San Antonio, TX","Austin, TX",501 to 1000 employees,2010,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,$37K,$68K
1211,Data Reporting Analyst,$37K-$68K (Glassdoor est.),3.4,Vantage Bank Texas,"San Antonio, TX","San Antonio, TX",201 to 500 employees,1985,Company - Private,Banks & Credit Unions,Finance,$1 to $2 billion (USD),$37K,$68K
1212,"Data & Reporting Analyst, Distribution Planning & Operations",$37K-$68K (Glassdoor est.),4.3,H E B,"San Antonio, TX","San Antonio, TX",10000+ employees,1905,Company - Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD),$37K,$68K
1213,Data Analyst,$37K-$68K (Glassdoor est.),2.5,Vinsari,"San Antonio, TX","Irving, TX",51 to 200 employees,-1,Other Organization,-1,-1,Unknown / Non-Applicable,$37K,$68K
1214,Epidemiologist - Data Analyst,$37K-$68K (Glassdoor est.),4.0,"CICONIX, LLC","San Antonio, TX","Annapolis, MD",1 to 50 employees,-1,Company - Private,Federal Agencies,Government,Unknown / Non-Applicable,$37K,$68K
1215,Contract Data Analyst,$37K-$68K (Glassdoor est.),-1.0,"Amyx, Iinc.","San Antonio, TX",-1,-1,-1,-1,-1,-1,-1,$37K,$68K
1216,Epidemiology Data Analyst,$37K-$68K (Glassdoor est.),2.8,NJVC,"San Antonio, TX","Chantilly, VA",1001 to 5000 employees,2001,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),$37K,$68K
1217,Data Business Solutions Analyst,$37K-$68K (Glassdoor est.),3.7,Randstad,"San Antonio, TX","Atlanta, GA",1001 to 5000 employees,-1,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,$37K,$68K
1218,Data Analyst,$37K-$68K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC","San Antonio, TX","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),$37K,$68K
1219,Risk Data Analyst,$37K-$68K (Glassdoor est.),3.0,Deacon Recruiting,"San Antonio, TX","San Antonio, TX",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),$37K,$68K
1220,Contract Data Analyst,$37K-$68K (Glassdoor est.),4.0,"Amyx, Inc.","San Antonio, TX","Reston, VA",501 to 1000 employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),$37K,$68K
1221,Senior Data Analyst,$37K-$68K (Glassdoor est.),4.5,Scaleworks,"San Antonio, TX","San Antonio, TX",1 to 50 employees,2016,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,$37K,$68K
1222,Senior Data Analyst,$37K-$68K (Glassdoor est.),3.5,HCL Technologies Ltd.,"San Antonio, TX","Noida, India",10000+ employees,1991,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),$37K,$68K
1223,Data Analyst,$37K-$68K (Glassdoor est.),3.3,CDO Technologies Inc,"San Antonio, TX","Dayton, OH",201 to 500 employees,1995,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),$37K,$68K
1224,"Epidemiology/Data Analyst, San Antonio, TX, US, ID",$37K-$68K (Glassdoor est.),-1.0,Cherokee Federal,"San Antonio, TX","Rusk, TX",1 to 50 employees,-1,Nonprofit Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,$37K,$68K
1225,Senior Data Analyst,$37K-$68K (Glassdoor est.),4.1,Kforce,"San Antonio, TX","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),$37K,$68K
1226,Senior Data Science Analyst,$37K-$68K (Glassdoor est.),2.9,PETCO,"San Antonio, TX","San Diego, CA",10000+ employees,1965,Company - Private,Pet & Pet Supplies Stores,Retail,$2 to $5 billion (USD),$37K,$68K
1227,"Data Analyst ( SAS,SQL)",$37K-$68K (Glassdoor est.),3.7,eTeam Inc.,"San Antonio, TX","South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),$37K,$68K
1228,Data Analyst - Top Secret w/ SCI Eligibility,$37K-$68K (Glassdoor est.),4.0,LMI,"San Antonio, TX","Tysons, VA",1001 to 5000 employees,1961,Nonprofit Organization,Consulting,Business Services,$100 to $500 million (USD),$37K,$68K
1229,Epidemiology/Data Analyst,$37K-$68K (Glassdoor est.),4.0,CAMRIS International,"San Antonio, TX","Bethesda, MD",201 to 500 employees,2003,Company - Private,Federal Agencies,Government,$50 to $100 million (USD),$37K,$68K
1230,Epidemiology Data Analyst,$37K-$68K (Glassdoor est.),3.5,General Dynamics Information Technology,"Lackland AFB, TX","Fairfax, VA",10000+ employees,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),$37K,$68K
1231,Senior Data Analyst,$73K-$89K (Glassdoor est.),3.3,Convene Technologies,"San Antonio, TX","Tampa, FL",51 to 200 employees,2005,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,$73K,$89K
1232,Data Security Analyst,$73K-$89K (Glassdoor est.),-1.0,Cyber Warrior Network,"San Antonio, TX","San Antonio, TX",1 to 50 employees,2015,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,$73K,$89K
1233,Data Security Analyst,$73K-$89K (Glassdoor est.),2.6,nana,"San Antonio, TX","Kotzebue, AK",1001 to 5000 employees,1991,Unknown,Social Assistance,Non-Profit,$2 to $5 billion (USD),$73K,$89K
1234,Data Security Analyst,$73K-$89K (Glassdoor est.),3.3,Akima Management Services,"San Antonio, TX","Herndon, VA",5001 to 10000 employees,2003,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),$73K,$89K
1235,Data Analyst/Engineers,$73K-$89K (Glassdoor est.),3.9,Diverse Lynx,"San Antonio, TX","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),$73K,$89K
1236,Senior Contract Data Analyst,$73K-$89K (Glassdoor est.),-1.0,"Amyx, Iinc.","San Antonio, TX",-1,-1,-1,-1,-1,-1,-1,$73K,$89K
1237,Epidemiology Data Analyst,$73K-$89K (Glassdoor est.),3.8,Chenega Healthcare Services,"San Antonio, TX","San Antonio, TX",501 to 1000 employees,1974,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,$73K,$89K
1238,IT Data Science Analyst,$73K-$89K (Glassdoor est.),4.1,Kforce,"San Antonio, TX","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),$73K,$89K
1239,"Configuration Data Analyst, (Secret Clearance Required) San Antonio, TX, US ID",$73K-$89K (Glassdoor est.),3.2,"Cherokee Nation Businesses, LLC","San Antonio, TX","Catoosa, OK",1001 to 5000 employees,-1,Company - Private,Accounting,Accounting & Legal,$500 million to $1 billion (USD),$73K,$89K
1240,TECHNICAL DATA ANALYST,$73K-$89K (Glassdoor est.),3.8,Spectrum Comm,"Lackland AFB, TX","Newport News, VA",51 to 200 employees,1999,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),$73K,$89K
1241,Senior Contract Data Analyst,$73K-$89K (Glassdoor est.),4.0,"Amyx, Inc.","San Antonio, TX","Reston, VA",501 to 1000 employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),$73K,$89K
1242,"Configuration Data Analyst, (Secret Clearance Required) San An with Security Clearance",$73K-$89K (Glassdoor est.),-1.0,Cherokee Federal,"San Antonio, TX","Rusk, TX",1 to 50 employees,-1,Nonprofit Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,$73K,$89K
1243,Senior Risk Analyst-Data,$73K-$89K (Glassdoor est.),3.9,Peyton Resource Group,"San Antonio, TX","Irving, TX",1 to 50 employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),$73K,$89K
1244,Functional Analyst (CECL Data),$73K-$89K (Glassdoor est.),4.4,Softcom Systems,"San Antonio, TX","Princeton, NJ",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),$73K,$89K
1245,Data Analyst with Security Clearance,$73K-$89K (Glassdoor est.),3.3,CDO Technologies Inc,"San Antonio, TX","Dayton, OH",201 to 500 employees,1995,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),$73K,$89K
1246,"Configuration Data Analyst, San Antonio, TX, US ID#17897 with Security Clearance",$73K-$89K (Glassdoor est.),-1.0,Cherokee Federal,"Fort Sam Houston, TX","Rusk, TX",1 to 50 employees,-1,Nonprofit Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,$73K,$89K
1247,"(REMOTE) Sr. Risk Analyst (IT, IS and/or Data expertise)",$73K-$89K (Glassdoor est.),3.1,Strategic Staffing Solutions,"San Antonio, TX","Detroit, MI",1001 to 5000 employees,1990,Contract,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),$73K,$89K
1248,"Sr. Risk Analyst (IT, IS and/or Data expertise)",$73K-$89K (Glassdoor est.),3.1,Strategic Staffing Solutions,"San Antonio, TX","Detroit, MI",1001 to 5000 employees,1990,Contract,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),$73K,$89K
1249,Navy Maintenance Data Systems Analyst,$76K-$122K (Glassdoor est.),3.6,CACI International,"San Diego, CA","Arlington, VA",10000+ employees,1962,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),$76K,$122K
1250,Data Analyst,$76K-$122K (Glassdoor est.),3.3,Midland Credit Management,"San Diego, CA","San Diego, CA",1001 to 5000 employees,1953,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$1 to $2 billion (USD),$76K,$122K
1251,Research Data Analyst,$76K-$122K (Glassdoor est.),4.3,UC San Diego,"San Diego, CA","La Jolla, CA",10000+ employees,1960,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,$76K,$122K
1252,Data Analyst II,$76K-$122K (Glassdoor est.),3.0,HealthStream,"San Diego, CA","Nashville, TN",501 to 1000 employees,1990,Company - Public,Education Training Services,Education,$100 to $500 million (USD),$76K,$122K
